lookback,rebalance_freq,signal,alloc_params,dd_penalty,total_return,ann_return,sharpe,max_dd,calmar,sortino,score
10,20,composite_sm_2.0,"{'style': 'discrete', 'lo_thresh': 0.2, 'hi_thresh': 0.5, 'w_lo': 0.7, 'w_hi': 0.9}",2.0,1.8416987794871105,0.23332355168458063,1.039799458654011,-0.29535315067753565,0.7899815635943762,1.1031097031558155,1.0109824429582601
10,20,composite_sm_2.0,"{'style': 'discrete', 'lo_thresh': 0.2, 'hi_thresh': 0.5, 'w_lo': 0.7, 'w_hi': 0.9}",1.0,1.8416987794871105,0.23332355168458063,1.039799458654011,-0.29535315067753565,0.7899815635943762,1.1031097031558155,1.0109824429582601
10,20,composite_sm_2.0,"{'style': 'discrete', 'lo_thresh': 0.2, 'hi_thresh': 0.5, 'w_lo': 0.7, 'w_hi': 0.9}",0.0,1.8416987794871105,0.23332355168458063,1.039799458654011,-0.29535315067753565,0.7899815635943762,1.1031097031558155,1.0109824429582601
10,20,composite_sm_0.5,"{'style': 'softmax', 'k': 10.0, 'clip_lo': 0.1, 'clip_hi': 0.9}",0.0,1.840773320727132,0.2332428896085159,1.0400365106184242,-0.29535315067753565,0.7897084597756133,1.102245963766641,1.010905749820342
10,20,composite_sortino_1,"{'style': 'discrete', 'lo_thresh': 0.1, 'hi_thresh': 0.3, 'w_lo': 0.7, 'w_hi': 0.9}",2.0,1.8404114291685434,0.23321134178397096,1.0392933346075965,-0.29535315067753565,0.7896016458702785,1.103538979157002,1.0105453751950222
10,20,composite_sortino_1,"{'style': 'discrete', 'lo_thresh': 0.1, 'hi_thresh': 0.3, 'w_lo': 0.7, 'w_hi': 0.9}",1.0,1.8404114291685434,0.23321134178397096,1.0392933346075965,-0.29535315067753565,0.7896016458702785,1.103538979157002,1.0105453751950222
10,20,composite_sortino_1,"{'style': 'discrete', 'lo_thresh': 0.1, 'hi_thresh': 0.3, 'w_lo': 0.7, 'w_hi': 0.9}",0.0,1.8404114291685434,0.23321134178397096,1.0392933346075965,-0.29535315067753565,0.7896016458702785,1.103538979157002,1.0105453751950222
10,20,composite_sm_2.0,"{'style': 'softmax', 'k': 10.0, 'clip_lo': 0.1, 'clip_hi': 0.9}",2.0,1.8405548919138606,0.23322384850451416,1.0391474262493257,-0.29535315067753565,0.7896439908396519,1.101651134406891,1.0105141173531762
10,20,composite_sm_2.0,"{'style': 'softmax', 'k': 10.0, 'clip_lo': 0.1, 'clip_hi': 0.9}",1.0,1.8405491362501607,0.23322334674998024,1.0391456049677297,-0.29535315067753565,0.7896422920105864,1.101648699434529,1.0105123377829228
10,20,composite_sm_2.0,"{'style': 'softmax', 'k': 10.0, 'clip_lo': 0.1, 'clip_hi': 0.9}",0.0,1.840543375647532,0.2332228445640776,1.039143782075918,-0.29535315067753565,0.7896405917210026,1.1016462623669172,1.0105105566668966
